word,emotion,color,orientation,sentiment,subjectivity,source
display,,white,,,,colour
displease,,,passive,negative,strong,opinion
displeased,anger,,,negative,,emolex
displeasing,,,,negative,strong,opinion
displeasure,disgust,,passive,negative,strong,emolex
disposal,,yellow,,negative,,emolex
dispose,disgust,,active,,,emolex
disposed,anticipation,,,positive,,emolex
disposition,,,passive,,strong,mpqa
dispossessed,anger,,,negative,,emolex
disproportionate,,,,negative,weak,opinion
disprove,,,active,negative,strong,opinion
disputable,,,,negative,strong,opinion
dispute,anger,,active,negative,strong,emolex
disputed,,,,negative,strong,opinion
disqualification,,,,negative,,emolex
disqualified,anger,grey,,negative,,emolex
disqualify,sadness,black,,negative,,emolex
disquiet,,,,negative,strong,opinion
disquieting,,,,negative,strong,opinion
disquietingly,,,,negative,strong,opinion
disquietude,,,,negative,strong,opinion
disregard,,,active,negative,strong,emolex
disregarded,disgust,,,negative,,emolex
disregardful,,,,negative,strong,opinion
disreputable,anger,grey,,negative,strong,emolex
disrepute,,black,,negative,strong,opinion
disrespect,anger,black,,negative,strong,emolex
disrespectable,,,,negative,strong,opinion
disrespectablity,,,,negative,strong,opinion
disrespectful,anger,brown,,negative,strong,emolex
disrespectfully,,,,negative,strong,opinion
disrespectfulness,,,,negative,strong,opinion
disrespecting,,,,negative,strong,opinion
disrupt,,,active,negative,strong,opinion
disruption,anger,,,negative,strong,emolex
disruptive,,,,negative,strong,opinion
diss,,,,negative,,opinion
dissapointed,,,,negative,,opinion
dissappointed,,,,negative,,opinion
dissappointing,,,,negative,,opinion
dissatisfaction,,black,,negative,strong,emolex
dissatisfactory,,,,negative,strong,opinion
dissatisfied,,,,negative,strong,opinion
dissatisfies,,,,negative,,opinion
dissatisfy,,,,negative,strong,opinion
dissatisfying,,,,negative,strong,opinion
dissect,,brown,,,,colour
dissection,disgust,,,,,emolex
dissed,,,,negative,,opinion
dissemble,,,,negative,strong,opinion
dissembler,,,,negative,strong,opinion
disseminate,,,,positive,,emolex
dissension,anger,orange,,negative,strong,emolex
dissent,,,,negative,strong,opinion
dissenter,,,,negative,strong,opinion
dissenting,,,,negative,,emolex
dissention,,,,negative,strong,opinion
disservice,anger,brown,,negative,strong,emolex
disses,,,,negative,,opinion
dissidence,,,,negative,strong,opinion
dissident,anger,,,negative,strong,emolex
dissidents,,,,negative,strong,opinion
dissimilar,,orange,,,,colour
dissing,,,,negative,,opinion
dissipate,,grey,,,,colour
dissipated,,grey,,,,colour
dissocial,,,,negative,strong,opinion
dissolute,,,,negative,strong,opinion
dissolution,anger,,,negative,weak,emolex
dissolve,,blue,active,,,inquirer
dissonance,anger,,,negative,strong,emolex
dissonant,,,,negative,strong,opinion
dissonantly,,,,negative,strong,opinion
dissuade,,,,negative,strong,opinion
dissuasive,,,,negative,strong,opinion
distains,,,,negative,,opinion
distaste,disgust,,,negative,strong,emolex
distasteful,disgust,,,negative,strong,emolex
distastefully,,,,negative,strong,opinion
distillation,,,,positive,,emolex
distinct,,,,positive,weak,mpqa
distinction,,,,positive,weak,emolex
distinctive,,,,positive,weak,opinion
distinctly,,,,,weak,mpqa
distinguish,,,,positive,weak,mpqa
distinguished,,white,,positive,strong,opinion
distort,,,,negative,strong,opinion
distorted,disgust,,,negative,,emolex
distortion,,,,negative,strong,emolex
distorts,,,,negative,,opinion
distract,,,active,negative,weak,emolex
distracted,anger,,,negative,,emolex
distracting,anger,,,negative,strong,emolex
distraction,,,,negative,strong,emolex
distraught,sadness,black,,negative,strong,emolex
distraughtly,,,,negative,strong,opinion
distraughtness,,,,negative,strong,opinion
distress,anger,,passive,negative,strong,emolex
distressed,fear,,,negative,strong,emolex
distressing,anger,,,negative,strong,emolex
distressingly,,,,negative,strong,opinion
distribute,,,active,,,inquirer
distribution,,,active,,,inquirer
distrust,anger,,,negative,strong,emolex
distrustful,,,,negative,strong,opinion
distrusting,,,,negative,strong,opinion
disturb,,,active,negative,strong,opinion
disturbance,anger,,active,negative,,emolex
disturbed,anger,,,negative,strong,emolex
disturbed-let,,,,negative,strong,mpqa
disturbing,,,,negative,strong,opinion
disturbingly,,,,negative,strong,opinion
disunity,,,,negative,strong,opinion
disuse,,green,,negative,,emolex
disused,anger,grey,,negative,,emolex
disvalue,,,,negative,strong,opinion
ditty,joy,,,positive,,emolex
diurnal,,grey,,,,colour
divan,trust,,,,,emolex
dive,,blue,active,,,inquirer
diver,,blue,active,,,inquirer
divergent,surprise,,,negative,weak,emolex
divers,,green,,,,colour
diverse,,grey,,negative,,emolex
diversified,,,,positive,weak,emolex
diversion,surprise,,,positive,,emolex
divert,,,active,,,inquirer
divested,,,,negative,,emolex
divestment,,red,,negative,,emolex
divide,,,active,negative,weak,mpqa
divided,,,,negative,weak,mpqa
dividend,,green,,,,colour
divination,anticipation,purple,,,,emolex
divine,,white,,positive,strong,opinion
divinely,,,,positive,strong,opinion
divinity,,white,,positive,,emolex
division,,,,negative,weak,mpqa
divisive,,,,negative,strong,opinion
divisively,,,,negative,strong,opinion
divisiveness,,,,negative,strong,opinion
divorce,anger,,active,negative,weak,emolex
divorced,,,,negative,weak,mpqa
dizziness,,,,negative,,emolex
dizzing,,,,negative,strong,opinion
dizzingly,,,,negative,strong,opinion
dizzy,,yellow,,negative,strong,emolex
do,,,active,,,inquirer
dock,,brown,,,,colour
docked,,black,,negative,,emolex
docket,,white,,,,colour
doctor,trust,white,,positive,,emolex
doctrine,trust,,,,,emolex
doddering,,,,negative,strong,opinion
dodge,,,,positive,strong,mpqa
dodgey,,,,negative,strong,opinion
dodging,,brown,,,,colour
doe,,brown,,,,colour
doer,,,active,positive,,emolex
dog,,brown,,,,colour
dogged,,grey,,positive,strong,emolex
doggedly,,,,negative,strong,opinion
dogma,trust,,,,,emolex
dogmatic,,,,negative,strong,opinion
doings,,red,,,,colour
doit,,,,negative,,emolex
doldrums,sadness,,,negative,strong,emolex
dole,sadness,grey,,negative,,emolex
doll,joy,pink,,,,emolex
dollar,,green,,,,colour
dolor,sadness,,,negative,,emolex
dolphin,joy,grey,,positive,,emolex
domain,,brown,,,,colour
dome,,white,,,,colour
domesticated,,yellow,,,,colour
domicile,,pink,,,,colour
dominance,,red,,negative,weak,mpqa
dominant,fear,black,,negative,weak,emolex
dominate,anger,red,active,negative,weak,emolex
dominated,,,,positive,,opinion
dominates,,,,positive,,opinion
domination,anger,,active,negative,strong,emolex
domineer,,,,negative,strong,opinion
domineering,,,,negative,strong,opinion
dominion,fear,,,,,emolex
domino,,white,,,,colour
don,trust,purple,,positive,,emolex
donate,,,active,positive,,inquirer
donation,,green,,positive,,emolex
donkey,disgust,grey,,negative,,emolex
donside,,,,negative,,opinion
doodle,,,,negative,,emolex
doom,fear,black,passive,negative,strong,emolex
doomed,fear,black,,negative,,emolex
doomsday,anger,black,,negative,strong,emolex
door,,brown,,,,colour
dope,,,,negative,weak,opinion
dot,,black,,,,colour
dote,,,active,positive,strong,opinion
dotingly,,,,positive,strong,opinion
double,,,active,,,inquirer
doubt,fear,grey,passive,negative,strong,emolex
doubtful,,grey,,negative,strong,emolex
doubtfully,,,,negative,strong,opinion
doubting,,,,negative,,emolex
doubtless,trust,,,positive,strong,emolex
doubts,,,,negative,strong,opinion
douchbag,,,,negative,,opinion
douche,,,,negative,,emolex
douchebag,,,,negative,,opinion
douchebags,,,,negative,,opinion
doughnut,,brown,,,,colour
dour,,grey,,negative,,emolex
dove,anticipation,white,,positive,,emolex
down,,,,negative,weak,mpqa
downbeat,,,,negative,strong,opinion
downcast,,,,negative,strong,opinion
downer,,,,negative,strong,opinion
downfall,fear,black,,negative,strong,emolex
downfallen,,,,negative,strong,opinion
downgrade,,,,negative,weak,opinion
downhearted,,,,negative,strong,opinion
downheartedly,,,,negative,strong,opinion
downhill,,,,negative,,opinion
downright,trust,,,,strong,emolex
downside,,,,negative,strong,opinion
downsides,,,,negative,,opinion
downturn,,,,negative,,opinion
downturns,,,,negative,,opinion
downy,,,,positive,,emolex
dozen,,white,,,,colour
drab,sadness,grey,,negative,strong,emolex
draconian,,,,negative,strong,opinion
draconic,,,,negative,strong,opinion
draft,anticipation,,,,,emolex
drag,,brown,active,negative,,opinion
dragged,,,,negative,,opinion
dragging,,,,negative,,opinion
dragon,fear,red,,negative,strong,emolex
dragons,,,,negative,strong,mpqa
dragoon,,,,negative,strong,opinion
drags,,,,negative,,opinion
drain,,,,negative,strong,opinion
drainage,,brown,,negative,,emolex
drained,,,,negative,,opinion
draining,,,,negative,,opinion
drains,,,,negative,,opinion
drama,,,,negative,strong,mpqa
dramatic,,,,,strong,mpqa
dramatically,,,,,strong,mpqa
drank,,,active,,,inquirer
drastic,,,,negative,strong,opinion
drastically,,,,negative,strong,opinion
draw,,,active,,,inquirer
drawback,,brown,,negative,,emolex
drawbacks,,,,negative,,opinion
drawers,,white,,,,colour
drawing,,grey,,,,colour
dread,anticipation,brown,passive,negative,strong,emolex
dreadful,anger,black,passive,negative,strong,emolex
dreadfully,disgust,,,negative,strong,emolex
dreadfulness,,,,negative,strong,opinion
dream,,,passive,positive,weak,mpqa
dreamer,,blue,passive,,,inquirer
dreamland,,,,positive,strong,opinion
dreams,,,,positive,weak,mpqa
dreamt,,,passive,,,inquirer
dreamy,,,,positive,weak,mpqa
dreary,sadness,grey,,negative,strong,emolex
dredge,,black,,,,colour
dress,,,active,,,inquirer
dresser,,brown,,,,colour
dribble,,blue,,,,colour
dried,,brown,,,,colour
drift,,,passive,,,inquirer
drifter,,,passive,,,inquirer
drill,,grey,active,,,inquirer
drink,,,active,,,inquirer
drinking,,,,negative,,emolex
dripped,,,,negative,,opinion
dripping,,blue,,negative,,opinion
drippy,,,,negative,,opinion
drips,,,,negative,,opinion
drive,,,active,positive,weak,mpqa
drivel,disgust,,,negative,,emolex
driven,,,,positive,weak,mpqa
driver,,,active,,,inquirer
drone,,,,negative,,emolex
drones,,,,negative,strong,opinion
drool,disgust,white,,,,emolex
droop,,,passive,negative,weak,opinion
drooping,,brown,,negative,,emolex
droops,,,,negative,,opinion
drop,,,passive,,,inquirer
drop-out,,,,negative,,opinion
drop-outs,,,,negative,,opinion
droplet,,blue,,,,colour
dropout,,,,negative,,opinion
dropouts,,,,negative,,opinion
drought,,brown,,negative,weak,emolex
drove,,,active,,,inquirer
drown,fear,blue,passive,negative,,emolex
drowning,,,,negative,weak,opinion
drowsiness,,,passive,negative,,emolex
drowsy,,grey,passive,,,inquirer
drudgery,,,,negative,,emolex
drugged,sadness,,,,,emolex
drummer,,orange,,,,colour
drunk,,,passive,negative,strong,opinion
drunkard,,,,negative,strong,opinion
drunken,disgust,,passive,negative,strong,emolex
drunkenness,,,,negative,,emolex
dry,,brown,,,,colour
dryness,,brown,,,,colour
dualism,,brown,,,,colour
dubious,fear,,,negative,strong,emolex
dubiously,,,,negative,strong,opinion
dubitable,,,,negative,strong,opinion
duct,,grey,,,,colour
dud,,,,negative,weak,opinion
duel,anger,,,,,emolex
duet,,,,positive,,emolex
dugout,,brown,,,,colour
duke,,purple,,positive,,emolex
dull,sadness,,passive,negative,weak,emolex
dullard,,,,negative,strong,opinion
dumb,,,passive,negative,strong,emolex
dumbfound,,,,negative,strong,opinion
dumbfounded,,,,positive,strong,opinion
dumbfounding,,,,positive,,opinion
dummy,,orange,,negative,strong,emolex
dummy-proof,,,,positive,,opinion
dump,,,active,negative,weak,opinion
dumped,,,,negative,,opinion
dumping,,,,negative,,opinion
dumps,anger,blue,,negative,,emolex
dun,,,,negative,,emolex
dunce,,,,negative,strong,opinion
dune,,brown,,,,colour
dung,disgust,brown,,,,emolex
dungeon,fear,black,,negative,strong,emolex
dungeons,,,,negative,strong,opinion
dupe,anger,,,negative,strong,emolex
duplex,,blue,,,,colour
duplication,,,active,,,inquirer
duplicity,anger,,,negative,,emolex
durability,trust,green,,positive,weak,emolex
durable,trust,,,positive,weak,emolex
duress,anger,black,,negative,,emolex
dusk,,black,,,,colour
dusky,,grey,,,,colour
dust,,brown,,negative,,emolex
duster,,grey,,,,colour
dusty,,grey,,negative,weak,opinion
dutiful,anticipation,,,positive,,emolex
duty,,,,,weak,mpqa
dwarfed,fear,,,negative,,emolex
dwell,,grey,passive,,,inquirer
dwelling,,brown,,,,colour
dwindle,,,,negative,weak,mpqa
dwindling,,,,negative,weak,opinion
dying,anger,black,passive,negative,weak,emolex
dynamic,surprise,purple,active,positive,weak,emolex
dynamite,,red,,,,colour
dynasty,,purple,,,,colour
dysentery,disgust,brown,,negative,,emolex
eager,anticipation,red,,positive,strong,emolex
eagerly,,,,positive,strong,opinion
eagerness,anticipation,,,positive,strong,emolex
eagle,trust,brown,,,,emolex
ear,,pink,,,,colour
earl,,purple,,positive,,emolex
earn,,green,active,positive,,emolex
earnest,,,,positive,strong,emolex
earnestly,,black,,positive,strong,emolex
earnestness,,,,positive,strong,emolex
earsplitting,,,,negative,strong,opinion
earth,,brown,,,,colour
earthenware,,brown,,,,colour
earthly,,brown,,,,colour
earthquake,anger,brown,,negative,,emolex
earthy,,green,,,,colour
ease,,,,positive,weak,emolex
eased,,,,positive,,opinion
easel,,brown,,,,colour
easement,,brown,,positive,,emolex
eases,,,,positive,,opinion
easier,,,,positive,weak,opinion
easiest,,,,positive,weak,opinion
easily,,,,positive,weak,mpqa
easiness,,,,positive,weak,opinion
easing,,,,positive,,opinion
easy,,,,positive,weak,opinion
easy-to-use,,,,positive,,opinion
easygoing,,yellow,,positive,strong,emolex
eat,,white,active,positive,,emolex
eating,,green,,,,colour
eavesdropping,,,,negative,,emolex
ebony,,black,,,,colour
ebullience,,,,positive,strong,opinion
ebullient,,,,positive,strong,opinion
ebulliently,,,,positive,strong,opinion
eccentric,,,,negative,weak,opinion
eccentricity,,,,negative,weak,opinion
ecclesiastical,,white,,,,colour
ecenomical,,,,positive,,opinion
eclectic,,purple,,positive,strong,mpqa
eclipse,,black,,,,colour
economical,,brown,,positive,weak,opinion
economics,,green,,,,colour
economize,,,active,positive,,inquirer
economy,trust,black,,,,emolex
ecstasies,,,,positive,strong,opinion
ecstasy,anticipation,,,positive,strong,emolex
ecstatic,anticipation,red,,positive,strong,emolex
ecstatically,,,,positive,strong,opinion
edgy,,,,negative,strong,mpqa
edible,,,,positive,,inquirer
edict,fear,,,negative,,emolex
edification,anticipation,,,positive,,emolex
edify,,,,positive,strong,opinion
edition,anticipation,,,,,emolex
editor,,grey,,,,colour
editorial,,black,,,,colour
educable,,,,positive,weak,mpqa
educate,,,active,positive,,emolex
educated,,,,positive,weak,emolex
education,,,,positive,,inquirer
educational,trust,,,positive,weak,emolex
eel,fear,,,,,emolex
effect,,,passive,,,inquirer
effective,trust,,active,positive,weak,emolex
effectively,,,,positive,weak,opinion
